actor,actor_nepo,year,movie,gross_cr,film_has_nepo_cast,director,imdb_rating,imdb_votes,imdb_matched_title
Abhishek Banerjee,no,2021,Ajeeb Daastaans,,no,Shashank Khaitan Raj Mehta Neeraj Ghaywan Kayoze Irani,6.7,7226,Ajeeb Daastaans
Abhishek Banerjee,no,2021,Ankahi Kahaniya,,no,Ashwiny Iyer Tiwari Abhishek Chaubey Saket Chaudhary,5.6,1076,Ankahi Kahaniya
Abhishek Banerjee,no,2021,Helmet,,no,Satramm Ramani,6.5,3583,Helmet
Abhishek Banerjee,no,2021,Rashmi Rocket,,no,Akarsh Khurana,7.1,12803,Rashmi Rocket
Abhishek Banerjee,no,2022,Nazar Andaaz,,no,Vikrant Deshmukh,7.2,1906,Nazar Andaaz
Abhishek Banerjee,no,2023,Aankh Micholi,1.50,no,Umesh Shukla,5.6,1366,Aankh Micholi
Abhishek Banerjee,no,2023,Apurva,,no,Nikhil Nagesh Bhat,6.2,2726,Apurva
Abhishek Banerjee,no,2023,Dream Girl 2,140.56,yes,Raaj Shaandilyaa,5.2,13319,Dream Girl 2
Abhishek Banerjee,no,2024,Stree 2,874.58,no,Amar Kaushik,6.9,46796,Stree 2
Abhishek Banerjee,no,2024,Vedaa,26.71,no,Nikkhil Advani,6.0,4970,Vedaa
Abhishek Banerjee,no,2025,Stolen,,no,Karan Tejpal,5.8,2456,Stolen
Abhishek Chauhan,no,2020,Bahut Hua Samman,,no,Ashish R Shukla,,,
Abhishek Chauhan,no,2023,Mast Mein Rehne Ka,,no,Vijay Maurya,7.1,3929,Mast Mein Rehne Ka
Abhishek Duhan,no,2023,Mandali,,no,Rakesh Chaturvedi Om,5.9,1108,Mandali
Abhishek Kapoor,no,2000,Shikaar,,no,Bobby Raj,3.8,45,Shikaar
Abhishek Kumar,no,2012,Paanch Ghantey Mien Paanch Crore,,no,Faisal Saif,,,
Abhishek Kumar,no,2014,Titoo MBA,,no,Amit Vats,4.5,128,Titoo MBA
Abhishek Sethiya,no,2014,Kahin Hai Mera Pyar,,yes,Mahesh Vaijnath Doijode,6.8,27,Kahin Hai Mera Pyar
Abhishek Sharma,no,2018,Jaane Kyun De Yaaron,,no,Akshay Anand,5.1,46,Jaane Kyun De Yaaron
Abid Ali,no,2012,Mr. Bhatti on Chutti,,no,Karan Razdan,3.9,104,Mr Bhatti on Chutti
Abir Goswami,no,2014,Ugly,6.24,no,Anurag Kashyap,7.9,25316,Ugly
Abuli Mamaji,no,2021,Ahaan,,no,Nikhil Pherwani,7.0,398,Ahaan
Achint Kaur,no,2011,Haunted – 3D,36.00,no,Vikram Bhatt,,,
Achint Kaur,no,2011,Jo Hum Chahein,,no,Pawan Gill,5.1,114,Jo Hum Chahein
Achint Kaur,no,2014,Roar: Tigers of the Sundarbans,,no,Kamal Sadanah,5.6,851,Roar: Tigers of the Sundarbans
Achintya Bose,no,2020,Yeh Ballet,,no,Sooni Taraporevala,7.5,1645,Yeh Ballet
Ada Singh,no,2024,Gauraiya Live,,no,Gabriel Vats,,,
Adah Sharma,no,2008,1920,14.50,no,Vikram Bhatt,6.5,4765,1920
Adah Sharma,no,2011,Phhir,,no,Girish Dhamija,5.1,246,Phhir
Adah Sharma,no,2013,Hum Hai Raahi Car Ke,,yes,Jyotin Goel,2.6,184,Hum Hai Raahi CAR Ke
Adah Sharma,no,2014,Hasee Toh Phasee,63.38,no,Vinil Mathew,6.8,17702,Hasee Toh Phasee
Adah Sharma,no,2017,Commando 2,39.04,no,Deven Bhojani,5.5,4187,Commando 2
Adah Sharma,no,2019,Bypass Road,1.16,no,Naman Nitin Mukesh,5.4,1178,Bypass Road
Adah Sharma,no,2019,Commando 3,40.15,no,Aditya Datt,5.9,4836,Commando 3
Adah Sharma,no,2023,The Kerala Story,303.97,no,Sudipto Sen,6.7,80065,The Kerala Story
Adah Sharma,no,2024,Bastar: The Naxal Story,,no,Sudipto Sen,6.4,3446,Bastar: The Naxal Story
Adah Sharma,no,2025,Tumko Meri Kasam,,yes,Vikram Bhatt,6.5,880,Tumko Meri Kasam
Adam Laupus,no,2014,A Decent Arrangement,,no,Sarovar Banka,,,
Adarsh Bharti,no,2019,Mere Pyare Prime Minister,0.39,no,Rakeysh Omprakash Mehra,6.8,728,Mere Pyare Prime Minister
Adarsh Gautam,no,2007,Bal Ganesh,0.69,no,Pankaj Sharma,7.7,4741,Bal Ganesh
Adarsh Gourav,no,2017,Rukh,,no,Atanu Mukherjee,6.3,684,Rukh
Adarsh Gourav,no,2023,Kho Gaye Hum Kahan,,yes,Arjun Varain Singh,7.3,31738,Kho Gaye Hum Kahan
Adarsh Gourav,no,2024,Woh Bhi Din The,,no,Sajid Ali,7.2,635,Woh Bhi Din The
Adarsh Gourav,no,2025,Superboys of Malegaon,5.35,no,Reema Kagti,7.7,8721,Superboys of Malegaon
Adhir Bhat,no,2014,A Decent Arrangement,,no,Sarovar Banka,,,
Adhvik Mahajan,no,2008,Contract,,no,Ram Gopal Varma,4.1,276,Contract
Adhvik Mahajan,no,2025,Riwaj,,no,Manoj Sati,5.0,6239,Riwaj
Adhyayan Suman,no,2008,Haal-e-Dil,0.72,yes,Anil Devgan,3.5,300,Haal-e-Dil
Adhyayan Suman,no,2009,Jashnn,,no,Raksha Mistry & Hasnain S Hyderabadwala,,,
Adhyayan Suman,no,2009,Raaz: The Mystery Continues,38.09,yes,Mohit Suri,5.7,4775,Raaz: The Mystery Continues
Adhyayan Suman,no,2013,Dehraadun Diary,,no,Milind Ukey,5.8,62,Dehraadun Diary
Adhyayan Suman,no,2014,Heartless,1.18,no,Shekhar Suman,5.2,571,Heartless
Adhyayan Suman,no,2015,Luckhnowi Ishq,,no,Aanand Raut,7.2,32,Luckhnowi Ishq
Adhyayan Suman,no,2016,Ishq Click,,no,Anil Ballani,4.4,102,Ishq Click
Adhyayan Suman,no,2021,Bekhudi,,no,Amit Kasaria,4.3,753,Bekhudi
Adi Irani,no,2013,Wake Up India,,no,Babloo Seshadri,6.9,27,Wake Up India
Adi Irani,no,2014,Pyar Ka Live Show,,no,Shailendra Singh Rajput,,,
Adil Ahmed,no,2014,Akela The Alone,,no,Abrar Qazi,6.3,14,Akela the Alone
Adil Hussain,no,2012,Agent Vinod,73.00,yes,Sriram Raghavan,5.3,8471,Agent Vinod
Adil Hussain,no,2014,The Xposé,20.00,no,Ananth Narayan Mahadevan,,,
Adil Hussain,no,2014,Zed Plus,,no,Chandraprakash Dwivedi,6.4,561,Zed Plus
Adil Hussain,no,2015,Main Aur Charles,8.00,no,Prawaal Raman,6.2,1900,Main Aur Charles
Adil Hussain,no,2016,Umrika,,yes,Prashant Nair,6.6,1625,Umrika
Adil Hussain,no,2017,Mantra,,no,Nicholas Kharkongor,5.4,239,Mantra
Adil Hussain,no,2017,Mukti Bhawan,,no,Shubhashish Bhutiani,7.1,2585,Hotel Salvation
Adil Hussain,no,2018,2.0,,no,S Shankar,6.0,30451,2.0
Adil Hussain,no,2018,Bioscopewala,,no,Deb Medhekar,7.5,1087,Bioscopewala
Adil Hussain,no,2018,Love Sonia,,no,Tabrez Noorani,7.4,2948,Love Sonia
Adil Hussain,no,2019,Bombairiya,0.14,no,Pia Sukanya,4.6,507,Bombairiya
Adil Hussain,no,2020,Nirvana Inn,,no,Vijay Jayapal,5.8,297,Nirvana Inn
Adil Hussain,no,2020,Pareeksha,,no,Prakash Jha,8.0,4920,Pareeksha
Adil Hussain,no,2023,Sergeant,,no,Prawaal Raman,3.9,511,Sergeant
Adil Hussain,no,2025,The Storyteller,,no,Anant Mahadevan,7.3,71,The Storyteller
Adithya Menon,no,2015,Main Hoon Part-Time Killer,,no,Faisal Saif,,,
Aditi Arya,no,2020,Unlock,,no,Debatma Mandal,,,
Aditi Charak,no,2017,Saanjh,,no,Ajay Saklani,7.1,215,Dusk
Aditi Govitrikar,no,2002,16 December,,no,Mani Shankar,7.0,1481,16 December
Aditi Govitrikar,no,2002,Soch,,yes,Sushen Bhatnagar,4.2,123,Soch
Aditi Govitrikar,no,2009,De Dana Dan,81.85,no,Priyadarshan,6.1,12790,De Dana Dan
Aditi Gowitrikar,no,2003,Dhund,,no,Shyam Ramsay,,,
Aditi Inamdar,no,2017,Poorna: Courage Has No Limit,,no,Rahul Bose,,,
Aditi Rao Hydari,no,2011,Rockstar,108.70,yes,Imtiaz Ali,7.8,55214,Rockstar
Aditi Rao Hydari,no,2012,"London, Paris, New York",,no,Anu Menon,5.6,3889,London Paris New York
Aditi Rao Hydari,no,2013,Boss,102.82,no,Anthony D'Souza,5.1,13065,Boss
Aditi Rao Hydari,no,2013,Murder 3,27.75,no,Vishesh Bhatt,5.1,5104,Murder 3
Aditi Rao Hydari,no,2015,Guddu Rangeela,,no,Subhash Kapoor,5.3,1015,Guddu Rangeela
Aditi Rao Hydari,no,2016,Fitoor,42.38,yes,Abhishek Kapoor,5.5,6998,Fitoor
Aditi Rao Hydari,no,2016,The Legend of Michael Mishra,,no,Manish Jha,4.4,685,The Legend of Michael Mishra
Aditi Rao Hydari,no,2016,Wazir,78.69,no,Bejoy Nambiar,7.1,20865,Wazir
Aditi Rao Hydari,no,2017,Bhoomi,14.76,yes,Omung Kumar,5.4,2231,Bhoomi
Aditi Rao Hydari,no,2018,Daas Dev,,no,Sudhir Mishra,5.1,341,Daas Dev
Aditi Rao Hydari,no,2018,Padmaavat,571.98,yes,Sanjay Leela Bhansali,7.1,41121,Padmaavat
Aditi Rao Hydari,no,2021,Ajeeb Daastaans,,no,Shashank Khaitan Raj Mehta Neeraj Ghaywan Kayoze Irani,6.7,7226,Ajeeb Daastaans
Aditi Rao Hydari,no,2021,Sardar Ka Grandson,,yes,Kaashvie Nair,4.3,5521,Sardar Ka Grandson
Aditi Rao Hydari,no,2021,The Girl on the Train,,no,Ribhu Dasgupta,4.0,15328,The Girl on the Train
Aditi Saigal,no,2023,The Archies,,yes,Zoya Akhtar,4.2,53558,The Archies
Aditi Sharma,no,2008,Black & White,,no,Subhash Ghai,6.2,670,Black & White
Aditi Sharma,no,2011,Ladies vs Ricky Bahl,84.00,no,Maneesh Sharma,6.1,11642,Ladies vs. Ricky Bahl
Aditi Sharma,no,2014,Ekkees Toppon Ki Salaami,1.58,no,Ravindra Gautam,6.1,598,Ekkees Toppon Ki Salaami
Aditi Sharma,no,2016,Saat Uchakkey,,no,Sanjeev Sharma,5.6,1247,Saat Uchakkey
Aditi Subedi,no,2020,Mee Raqsam,,no,Baba Azmi,6.7,631,Mee Raqsam
Aditi Vasudev,no,2010,Do Dooni Chaar,,yes,Habib Faisal,7.5,6254,Do Dooni Chaar
Aditi Vasudev,no,2014,Sulemani Keeda,,no,Amit Masurkar,7.0,2689,Sulemani Keeda
Aditii Arya Sharma,no,2018,Paltan,10.22,yes,J. P. Dutta,5.2,1319,Paltan
Aditya Bal,no,2005,Mashooka,,no,Afzal Ahmed,5.1,46,Mashooka
Aditya Kapadia,no,2008,Hari Puttar: A Comedy of Terrors,,no,Lucky Kohli & Rajesh Bajaj,2.1,375,Hari Puttar: A Comedy of Terrors
Aditya Kapadia,no,2012,Sons of Ram,,no,Kushal Ruia,7.1,98,Sons of Ram
Aditya Lakhia,no,2014,Om-Dar-B-Dar,,no,Kamal Swaroop,,,
Aditya Lakhia,no,2024,Bengal 1947,,no,Akashaditya Lama,6.7,631,Bengal 1947
Aditya Narayan,no,2010,Shaapit,,no,Vikram Bhatt,,,
Aditya Om,no,2013,Bandook,,no,Aditya Om,5.6,1064,Bandook
Aditya Pancholi,no,2000,Baaghi,6.47,yes,Rajesh Kumar Singh,,,
Aditya Pancholi,no,2002,Aankhen,33.80,no,Vipul Shah,7.4,14805,Aankhen
Aditya Pancholi,no,2004,Musafir,18.71,yes,Sanjay Gupta,5.6,2095,Musafir
Aditya Pancholi,no,2010,Striker,,no,Chandan Arora,6.9,1104,Striker
Aditya Pancholi,no,2011,Dum Maaro Dum,51.10,yes,Rohan Sippy,6.2,4296,Dum Maaro Dum
Aditya Pancholi,no,2012,Rush,4.60,yes,"Shamin Desai, Priyanka Desai",3.9,940,Rush
Aditya Pancholi,no,2015,Hero,34.82,yes,Nikhil Advani,3.6,3083,Hero
Aditya Pancholi,no,2015,Lakhon Hain Yahan Dilwale,,no,Munnawar Bhagat,,,
Aditya Pancholi,no,2015,Mumbai Can Dance Saala,,no,Sachindra Sharma,,,
Aditya Pratap Singh,no,2020,Pagleaazam,,no,"Vikas P Kavvthekaar, Aps Raghuvanshi",6.7,15,Pagleaazam
Aditya Raj Kapoor,no,2010,Diwangi Ne Had Kar Di,,no,Jiten Purohit,6.0,8,Diwangi Ne Had Kar Di
Aditya Raj Kapoor,no,2012,Say Yes to Love,,no,Mahrukh Mirza Beg,6.7,18,Say Yes to Love
Aditya Rawal,no,2020,Bamfaad,,no,Ranjan Chandel,5.8,2273,Bamfaad
Aditya Rawal,no,2023,Faraaz,,yes,Hansal Mehta,5.0,2079,Faraaz
Aditya Roy Kapoor,no,2016,Fitoor,42.38,yes,Abhishek Kapoor,5.5,6998,Fitoor
Aditya Roy Kapur,yes,2009,London Dreams,41.31,yes,Vipul Shah,5.4,5216,London Dreams
Aditya Roy Kapur,yes,2010,Action Replayy,48.00,yes,Vipul Amrutlal Shah,4.4,7972,Action Replayy
Aditya Roy Kapur,yes,2010,Guzaarish,61.30,yes,Sanjay Leela Bhansali,7.4,20871,Guzaarish
Aditya Roy Kapur,yes,2013,Aashiqui 2,250.00,yes,Mohit Suri,7.1,38346,Aashiqui 2
Aditya Roy Kapur,yes,2013,Yeh Jawaani Hai Deewani,319.01,yes,Ayan Mukerji,7.3,58015,Yeh Jawaani Hai Deewani
Aditya Roy Kapur,yes,2014,Daawat-e-Ishq,35.58,yes,Habib Faisal,6.1,6512,Daawat-e-Ishq
Aditya Roy Kapur,yes,2017,Ok Jaanu,39.23,yes,Shaad Ali,5.4,5758,OK Jaanu
Aditya Roy Kapur,yes,2019,Kalank,146.31,yes,Abhishek Varman,3.8,22099,Kalank
Aditya Roy Kapur,yes,2020,Ludo,,yes,Anurag Basu,7.6,46190,Ludo
Aditya Roy Kapur,yes,2020,Malang,81.50,yes,Mohit Suri,,,
Aditya Roy Kapur,yes,2020,Sadak 2,,yes,Mahesh Bhatt,1.2,97185,Sadak 2
Aditya Roy Kapur,yes,2022,Rashtra Kavach Om,9.01,yes,Kapil Verma,2.9,2281,Om - The Battle Within
Aditya Roy Kapur,yes,2023,Gumraah,10.68,yes,Vardhan Ketkar,6.5,7802,Gumraah
Aditya Roy Kapur,yes,2025,Metro... In Dino,79.00,yes,Anurag Basu,6.6,23097,Metro in Dino
Aditya Seal,no,2002,Ek Chhotisi Love Story,8.10,no,Shashilal K. Nair,3.1,654,Ek Chhotisi Love Story
Aditya Seal,no,2007,Say Salaam India,,no,Subhash Kapoor,,,
Aditya Seal,no,2014,Purani Jeans,,no,Tanushri Chattrji Bassu,6.2,895,Purani Jeans
Aditya Seal,no,2016,Tum Bin II,6.45,no,Anubhav Sinha,4.8,1512,Tum Bin II
Aditya Seal,no,2018,Namaste England,8.02,yes,Vipul Shah,2.1,3090,Namaste England
Aditya Seal,no,2020,Indoo Ki Jawani,1.52,no,Abir Sengupta,3.4,6858,Indoo Ki Jawani
Aditya Seal,no,2021,99 Songs,,no,Vishwesh Krishnamoorthy,6.5,2417,99 Songs
Aditya Seal,no,2022,Rocket Gang,,no,Bosco Martis,3.8,178,Rocket Gang
Aditya Seal,no,2024,Amar Prem Ki Prem Kahani,,no,Hardik Gajjar,4.5,717,Amar Prem Ki Prem Kahani
Aditya Seal,no,2024,Khel Khel Mein,56.78,yes,Mudassar Aziz,6.5,28454,Khel Khel Mein
Aditya Shrivastava,no,2009,Gulaal,,no,Anurag Kashyap,8.0,17292,Gulaal
Aditya Singh,no,2004,AK-47,,no,Raam Shetty,5.2,61,AK 47
Aditya Singh Rajput,no,2008,U Me Aur Hum,40.02,yes,Ajay Devgn,5.9,2785,U Me Aur Hum
Aditya Srivastava,no,2000,Dil Pe Mat Le Yaar,,no,Hansal Mehta,5.2,262,Dil Pe Mat Le Yaar!!
Aditya Srivastava,no,2007,Black Friday,8.00,no,Anurag Kashyap,,,
Aditya Srivastava,no,2010,Kaalo,0.30,no,Wilson Louis,4.6,790,Kaalo
Aditya Srivastava,no,2017,Julie 2,,no,Deepak Shivdasani,2.2,377,Julie 2
Aditya Srivastava,no,2020,Raat Akeli Hai,,no,Honey Trehan,7.2,22746,Raat Akeli Hai
Aditya Srivastava,no,2024,Bhakshak,,no,Pulkit,7.2,7621,Bhakshak
Aditya Srivastava,no,2025,Kaal Trighori,,yes,Nitin Vaidya,5.9,4737,Kaal Trighori
Adivi Sesh,no,2022,Major,,no,Sashi Kiran Tikka,8.1,34313,Major
Adnan Shah,no,2015,Welcome 2 Karachi,,yes,Ashish R Mohan,4.4,1568,Welcome 2 Karachi
Afiq Muiz,no,2017,Main Terrorist Nahi Hoon,,no,Arjin Uppal,,,
Afreen Alvi,no,2018,Shaadi Teri Bajayenge Hum Band,,no,Gurpreet Sondh,6.1,196,Shaadi Teri Bajayenge Hum Band
Aftab,no,2004,Suno Sasurjee,,no,Vimal Kumar,,,
Aftab Shivdasani,no,2001,Kasoor,14.10,no,Vikram Bhatt,6.1,1374,Kasoor
Aftab Shivdasani,no,2001,Love Ke Liye Kuchh Bhi Karega,10.33,yes,E. Niwas,,,
Aftab Shivdasani,no,2001,Pyaar Ishq Aur Mohabbat,7.15,no,Rajiv Rai,4.3,757,Pyaar Ishq Aur Mohabbat
Aftab Shivdasani,no,2002,Awara Paagal Deewana,27.58,no,Vikram Bhatt,6.3,10089,Awara Paagal Deewana
Aftab Shivdasani,no,2002,Jaani Dushman: Ek Anokhi Kahani,18.56,yes,Rajkumar Kohli,2.8,4521,Jaani Dushman: Ek Anokhi Kahani
Aftab Shivdasani,no,2002,Koi Mere Dil Se Poochhe,,yes,Boney Kapoor,3.5,352,Koi Mere Dil Se Poochhe
Aftab Shivdasani,no,2002,Kya Yehi Pyaar Hai,11.36,no,K. Murali Mohan Rao,4.3,592,Kya Yehi Pyaar Hai
Aftab Shivdasani,no,2002,Pyaasa,,no,A. Muthu,3.1,120,Pyaasa
Aftab Shivdasani,no,2003,Darna Mana Hai,9.00,yes,Prawaal Raman,6.3,4886,Darna Mana Hai
Aftab Shivdasani,no,2003,Footpath,6.43,yes,Vikram Bhatt,5.5,1131,Footpath
Aftab Shivdasani,no,2003,Hungama,21.25,yes,Priyadarshan,7.6,19092,Hungama
Aftab Shivdasani,no,2004,Masti,34.14,yes,Indra Kumar,6.2,7713,Masti
Aftab Shivdasani,no,2004,Muskaan,,no,"Rohit Nayyar , Rohit Manash",4.5,273,Muskaan
Aftab Shivdasani,no,2004,Shukriya: Till Death Do Us Apart,,no,Anupam Sinha,5.0,205,Shukriya: Till Death Do Us Apart
Aftab Shivdasani,no,2005,Deewane Huye Paagal,26.50,yes,Vikram Bhatt,5.7,6718,Deewane Huye Paagal
Aftab Shivdasani,no,2005,Koi Aap Sa,,no,Partho Mitra,,,
Aftab Shivdasani,no,2005,Mr Ya Miss,,no,Antara Mali,3.8,595,Mr Ya Miss
Aftab Shivdasani,no,2006,Ankahee,,yes,Vikram Bhatt,4.6,458,Ankahee
Aftab Shivdasani,no,2006,Darwaaza Bandh Rakho,2.32,no,J. D. Chakravarthy,,,
Aftab Shivdasani,no,2006,Jaane Hoga Kya,2.85,no,"Glen Barretto, Ankush Mohla",3.2,239,Jaane Hoga Kya
Aftab Shivdasani,no,2006,Shaadi Se Pehle,18.88,yes,Satish Kaushik,4.4,994,Shaadi Se Pehle
Aftab Shivdasani,no,2007,Dus Kahaniyaan,13.00,yes,"Sanjay Gupta , Apoorva Lakhia , Meghna Gulzar , Rohit Roy , Hansal Mehta , Jasmeet Dhodhi",5.7,1794,Dus Kahaniyaan
Aftab Shivdasani,no,2007,Life Mein Kabhie Kabhiee,,no,Vikram Bhatt,5.8,325,Life Mein Kabhie Kabhiee
Aftab Shivdasani,no,2007,Nishabd,,no,Ram Gopal Varma,5.3,1890,Nishabd
Aftab Shivdasani,no,2007,Red: The Dark Side,,no,Vikram Bhatt,3.6,368,Red: The Dark Side
Aftab Shivdasani,no,2007,Speed,,yes,Vikram Bhatt,3.1,621,Speed
Aftab Shivdasani,no,2008,De Taali,,no,Eeshwar Nivas,4.3,939,De Taali
Aftab Shivdasani,no,2008,Money Hai Toh Honey Hai,,no,Ganesh Acharya,2.9,723,Money Hai Toh Honey Hai
Aftab Shivdasani,no,2009,Aao Wish Karein,,no,Glenn Baretto,5.2,699,Aao Wish Karein
Aftab Shivdasani,no,2009,Acid Factory,5.20,yes,Suparn Verma,5.1,765,Acid Factory
Aftab Shivdasani,no,2009,Aloo Chaat,,no,Robby Grewal,5.9,1021,Aloo Chaat
Aftab Shivdasani,no,2009,Daddy Cool,,no,K. Murli Manohar Rao,5.1,630,Daddy Cool
Aftab Shivdasani,no,2009,Kambakkht Ishq,85.56,yes,Sabbir Khan,3.9,8003,Kambakkht Ishq
Aftab Shivdasani,no,2011,Bin Bulaye Baraati,,no,Chandrakant Singh,3.8,347,Bin Bulaye Baraati
Aftab Shivdasani,no,2012,1920: The Evil Returns,,no,Bhushan Patel,,,
Aftab Shivdasani,no,2013,Grand Masti,148.23,yes,Indra Kumar,4.5,7283,Grand Masti
Aftab Shivdasani,no,2016,Great Grand Masti,20.00,yes,Indra Kumar,3.7,3588,Great Grand Masti
Aftab Shivdasani,no,2016,Kyaa Kool Hain Hum 3,33.14,no,Umesh Ghadge,2.0,4697,Kyaa Kool Hain Hum 3
Aftab Shivdasani,no,2019,Setters,0.58,no,Ashwini Chaudhary,5.4,331,Setters
Aftab Shivdasani,no,2025,Mastiii 4,15.14,yes,Milap Zaveri,2.3,9300,Mastiii 4
Aftab Shivdasani,no,2025,Riwaj,,no,Manoj Sati,5.0,6239,Riwaj
Afzaal Khan,no,2010,"Shahrukh Bola ""Khoobsurat Hai Tu""",,no,Makrand Deshpande,,,
Agastya Nanda,yes,2023,The Archies,,yes,Zoya Akhtar,4.2,53558,The Archies
Ahaan Panday,yes,2025,Saiyaara,579.23,yes,Mohit Suri,6.3,58943,Saiyaara
Aham Sharma,no,2009,Blue Oranges,,no,Rajesh Ganguly,6.4,236,Blue Oranges
Ahan Shetty,yes,2021,Tadap,34.86,yes,Milan Luthria,5.1,5112,Tadap
Ahilya Bamroo,no,2024,I Want to Talk,1.25,yes,Shoojit Sircar,7.1,2610,I Want to Talk
Ahmer Haider,no,2023,Am I Next,,no,Rahat Kazmi,5.2,386,Am I Next
Ahsaas Channa,no,2004,Vaastu Shastra,10.00,no,Saurab Narang,5.0,799,Vaastu Shastra
Ahsaas Channa,no,2006,Aryan,,yes,Abhishek Kapoor,,,
Ahsaas Channa,no,2007,My Friend Ganesha,1.59,no,Rajiv S Ruia,5.6,434,My Friend Ganesha
Ahsaas Channa,no,2008,Phoonk,13.62,no,Ram Gopal Varma,4.0,1472,Phoonk
Ahsaas Channa,no,2010,Phoonk 2,9.24,no,Milind Gadagkar,3.2,601,Phoonk 2
Ahsaas Channa,no,2025,Greater Kalesh,,no,Aditya Chandiok,5.0,657,Greater Kalesh
Ahwaan,no,2011,Happy Husbands,,no,Anay,3.2,35,Happy Husbands
Aida Al-Khashef,no,2013,Ship of Theseus,,no,Anand Gandhi,8.0,8339,Ship of Theseus
Aindrita Ray,no,2019,Main Zaroor Aaunga,,yes,Chandrakant Singh,4.0,74,Main Zaroor Aaunga
Aindrita Ray,no,2021,Bhavai,,no,Hardik Gajjar,5.7,2252,Bhavai
Aindrita Ray,no,2022,Judaa Hoke Bhi,0.25,no,Vikram Bhatt,5.1,1807,Judaa Hoke Bhi
Aisha Ahmed,no,2018,3 Storeys,,no,Arjun Mukerjee,7.0,508,3 Storeys
Aisha Sharma,no,2018,Satyameva Jayate,110.00,no,Milap Zaveri,5.7,8385,Satyameva Jayate
Aishwarya Devan,no,2018,Kaashi in Search of Ganga,0.93,no,Dhiraj Kumar,5.3,451,Kaashi in Search of Ganga
Aishwarya Rai,no,2000,Dhai Akshar Prem Ke,16.30,yes,Raj Kanwar,,,
Aishwarya Rai,no,2000,Hamara Dil Aapke Paas Hai,30.26,no,Satish Kaushik,5.5,2223,Hamara Dil Aapke Paas Hai
Aishwarya Rai,no,2000,Josh,35.06,no,Mansoor Khan,6.1,11815,Josh
Aishwarya Rai,no,2000,Mela,25.00,yes,Dharmesh Darshan,3.8,5464,Mela
Aishwarya Rai,no,2000,Mohabbatein,76.91,yes,Aditya Chopra,7.1,37377,Mohabbatein
Aishwarya Rai,no,2001,Albela,,no,Deepak Sareen,3.7,940,Albela
Aishwarya Rai,no,2002,23rd March 1931: Shaheed,14.25,yes,Guddu Dhanoa,5.4,894,23rd March 1931: Shaheed
Aishwarya Rai,no,2002,Devdas,90.00,no,Sanjay Leela Bhansali,7.6,52230,Devdas
Aishwarya Rai,no,2002,Hum Kisise Kum Nahin,29.15,yes,David Dhawan,4.2,1723,Hum Kisi Se Kum Nahin
Aishwarya Rai,no,2002,Hum Tumhare Hain Sanam,34.76,yes,K. S. Adhiyaman,5.4,8427,Hum Tumhare Hain Sanam
Aishwarya Rai,no,2003,Dil Ka Rishta,14.60,no,Naresh Malhotra,4.9,2206,Dil Ka Rishta
Aishwarya Rai,no,2003,Kuch Naa Kaho,13.08,yes,Rohan Sippy,5.4,2538,Kuch Naa Kaho
Aishwarya Rai,no,2004,Khakee,49.89,yes,Rajkumar Santoshi,7.4,17502,Khakee
Aishwarya Rai,no,2004,Kyun! Ho Gaya Na...,16.35,yes,Samir Karnik,4.3,2037,Look What's Happened Now
Aishwarya Rai,no,2004,Raincoat,4.88,no,Rituparno Ghosh,7.7,5931,Raincoat
Aishwarya Rai,no,2005,Shabd,,yes,Leena Yadav,5.0,1628,Shabd
Aishwarya Rai,no,2006,Dhoom 2,151.00,yes,Sanjay Gadhvi,6.6,32991,Dhoom 2
Aishwarya Rai,no,2006,Umrao Jaan,19.52,yes,J. P. Dutta,5.4,2173,Umrao Jaan
Aishwarya Rai,no,2007,Guru,83.67,yes,Mani Ratnam,7.7,26291,Guru
Aishwarya Rai,no,2016,Ae Dil Hai Mushkil,239.56,yes,Karan Johar,5.9,29021,Ae Dil Hai Mushkil
Aishwarya Rai,no,2016,Sarbjit,43.80,no,Omung Kumar,7.4,5878,Sarbjit
Aishwarya Rai Bachchan,no,2008,Jodhaa Akbar,120.00,yes,Ashutosh Gowariker,7.5,36598,Jodhaa Akbar
Aishwarya Rai Bachchan,no,2008,Sarkar Raj,63.00,yes,Ram Gopal Verma,6.7,8145,Sarkar Raj
Aishwarya Rai Bachchan,no,2010,Action Replayy,48.00,yes,Vipul Amrutlal Shah,4.4,7972,Action Replayy
Aishwarya Rai Bachchan,no,2010,Guzaarish,61.30,yes,Sanjay Leela Bhansali,7.4,20871,Guzaarish
Aishwarya Rai Bachchan,no,2010,Raavan,49.50,yes,Mani Ratnam,5.4,5062,Raavan
Aishwarya Rai Bachchan,no,2015,Jazbaa,42.67,no,Sanjay Gupta,5.7,3830,Jazbaa
Aishwarya Rai Bachchan,no,2018,Fanney Khan,16.55,no,Atul Manjrekar,4.5,2494,Fanney Khan
Aishwarya Raj Bhakuni,no,2024,Pride,,yes,Pankaj Kr Virat,8.2,15,Pride
Aishwarya Rajesh,no,2017,Daddy,15.50,no,Ashim Ahluwalia,6.4,2266,Daddy
Aishwarya Sakhuja,no,2019,Ujda Chaman,12.61,no,Abhishek Pathak,6.9,5908,Ujda Chaman
Ajay Chaudhary,no,2009,Let's Dance,,no,Aarif Sheikh,5.9,29,Let's Dance
