actor,actor_nepo,year,movie,gross_cr,film_has_nepo_cast,director
Aditi Vasudev,no,2014,Sulemani Keeda,,no,Amit Masurkar
Aditii Arya Sharma,no,2018,Paltan,10.22,yes,J. P. Dutta
Aditya Bal,no,2005,Mashooka,,no,Afzal Ahmed
Aditya Kapadia,no,2008,Hari Puttar: A Comedy of Terrors,,no,Lucky Kohli & Rajesh Bajaj
Aditya Kapadia,no,2012,Sons of Ram,,no,Kushal Ruia
Aditya Lakhia,no,2014,Om-Dar-B-Dar,,no,Kamal Swaroop
Aditya Lakhia,no,2024,Bengal 1947,,no,Akashaditya Lama
Aditya Narayan,no,2010,Shaapit,,no,Vikram Bhatt
Aditya Om,no,2013,Bandook,,no,Aditya Om
Aditya Pancholi,no,2000,Baaghi,6.47,yes,Rajesh Kumar Singh
Aditya Pancholi,no,2002,Aankhen,33.80,no,Vipul Shah
Aditya Pancholi,no,2004,Musafir,18.71,yes,Sanjay Gupta
Aditya Pancholi,no,2010,Striker,,no,Chandan Arora
Aditya Pancholi,no,2011,Dum Maaro Dum,51.10,yes,Rohan Sippy
Aditya Pancholi,no,2012,Rush,4.60,yes,"Shamin Desai, Priyanka Desai"
Aditya Pancholi,no,2015,Hero,34.82,yes,Nikhil Advani
Aditya Pancholi,no,2015,Lakhon Hain Yahan Dilwale,,no,Munnawar Bhagat
Aditya Pancholi,no,2015,Mumbai Can Dance Saala,,no,Sachindra Sharma
Aditya Pratap Singh,no,2020,Pagleaazam,,no,"Vikas P Kavvthekaar, Aps Raghuvanshi"
Aditya Raj Kapoor,no,2010,Diwangi Ne Had Kar Di,,no,Jiten Purohit
Aditya Raj Kapoor,no,2012,Say Yes to Love,,no,Mahrukh Mirza Beg
Aditya Rawal,no,2020,Bamfaad,,no,Ranjan Chandel
Aditya Rawal,no,2023,Faraaz,,yes,Hansal Mehta
Aditya Roy Kapoor,no,2016,Fitoor,42.38,yes,Abhishek Kapoor
Aditya Roy Kapur,yes,2009,London Dreams,41.31,yes,Vipul Shah
Aditya Roy Kapur,yes,2010,Action Replayy,48.00,yes,Vipul Amrutlal Shah
Aditya Roy Kapur,yes,2010,Guzaarish,61.30,yes,Sanjay Leela Bhansali
Aditya Roy Kapur,yes,2013,Aashiqui 2,250.00,yes,Mohit Suri
Aditya Roy Kapur,yes,2013,Yeh Jawaani Hai Deewani,319.01,yes,Ayan Mukerji
Aditya Roy Kapur,yes,2014,Daawat-e-Ishq,35.58,yes,Habib Faisal
Aditya Roy Kapur,yes,2017,Ok Jaanu,39.23,yes,Shaad Ali
Aditya Roy Kapur,yes,2019,Kalank,146.31,yes,Abhishek Varman
Aditya Roy Kapur,yes,2020,Ludo,,yes,Anurag Basu
Aditya Roy Kapur,yes,2020,Malang,81.50,yes,Mohit Suri
Aditya Roy Kapur,yes,2020,Sadak 2,,yes,Mahesh Bhatt
Aditya Roy Kapur,yes,2022,Rashtra Kavach Om,9.01,yes,Kapil Verma
Aditya Roy Kapur,yes,2023,Gumraah,10.68,yes,Vardhan Ketkar
Aditya Roy Kapur,yes,2025,Metro... In Dino,79.00,yes,Anurag Basu
Aditya Seal,no,2002,Ek Chhotisi Love Story,8.10,no,Shashilal K. Nair
Aditya Seal,no,2007,Say Salaam India,,no,Subhash Kapoor
Aditya Seal,no,2014,Purani Jeans,,no,Tanushri Chattrji Bassu
Aditya Seal,no,2016,Tum Bin II,6.45,no,Anubhav Sinha
Aditya Seal,no,2018,Namaste England,8.02,yes,Vipul Shah
Aditya Seal,no,2020,Indoo Ki Jawani,1.52,no,Abir Sengupta
Aditya Seal,no,2021,99 Songs,,no,Vishwesh Krishnamoorthy
Aditya Seal,no,2022,Rocket Gang,,no,Bosco Martis
Aditya Seal,no,2024,Amar Prem Ki Prem Kahani,,no,Hardik Gajjar
Aditya Seal,no,2024,Khel Khel Mein,56.78,yes,Mudassar Aziz
Aditya Shrivastava,no,2009,Gulaal,,no,Anurag Kashyap
Aditya Singh,no,2004,AK-47,,no,Raam Shetty
Aditya Singh Rajput,no,2008,U Me Aur Hum,40.02,yes,Ajay Devgn
Aditya Srivastava,no,2000,Dil Pe Mat Le Yaar,,no,Hansal Mehta
Aditya Srivastava,no,2007,Black Friday,8.00,no,Anurag Kashyap
Aditya Srivastava,no,2010,Kaalo,0.30,no,Wilson Louis
Aditya Srivastava,no,2017,Julie 2,,no,Deepak Shivdasani
Aditya Srivastava,no,2020,Raat Akeli Hai,,no,Honey Trehan
Aditya Srivastava,no,2024,Bhakshak,,no,Pulkit
Aditya Srivastava,no,2025,Kaal Trighori,,yes,Nitin Vaidya
Adivi Sesh,no,2022,Major,,no,Sashi Kiran Tikka
Adnan Shah,no,2015,Welcome 2 Karachi,,yes,Ashish R Mohan
Afiq Muiz,no,2017,Main Terrorist Nahi Hoon,,no,Arjin Uppal
Afreen Alvi,no,2018,Shaadi Teri Bajayenge Hum Band,,no,Gurpreet Sondh
Aftab,no,2004,Suno Sasurjee,,no,Vimal Kumar
Aftab Shivdasani,no,2001,Kasoor,14.10,no,Vikram Bhatt
Aftab Shivdasani,no,2001,Love Ke Liye Kuchh Bhi Karega,10.33,yes,E. Niwas
Aftab Shivdasani,no,2001,Pyaar Ishq Aur Mohabbat,7.15,no,Rajiv Rai
Aftab Shivdasani,no,2002,Awara Paagal Deewana,27.58,no,Vikram Bhatt
Aftab Shivdasani,no,2002,Jaani Dushman: Ek Anokhi Kahani,18.56,yes,Rajkumar Kohli
Aftab Shivdasani,no,2002,Koi Mere Dil Se Poochhe,,yes,Boney Kapoor
Aftab Shivdasani,no,2002,Kya Yehi Pyaar Hai,11.36,no,K. Murali Mohan Rao
Aftab Shivdasani,no,2002,Pyaasa,,no,A. Muthu
Aftab Shivdasani,no,2003,Darna Mana Hai,9.00,yes,Prawaal Raman
Aftab Shivdasani,no,2003,Footpath,6.43,yes,Vikram Bhatt
Aftab Shivdasani,no,2003,Hungama,21.25,yes,Priyadarshan
Aftab Shivdasani,no,2004,Masti,34.14,yes,Indra Kumar
Aftab Shivdasani,no,2004,Muskaan,,no,"Rohit Nayyar , Rohit Manash"
Aftab Shivdasani,no,2004,Shukriya: Till Death Do Us Apart,,no,Anupam Sinha
Aftab Shivdasani,no,2005,Deewane Huye Paagal,26.50,yes,Vikram Bhatt
Aftab Shivdasani,no,2005,Koi Aap Sa,,no,Partho Mitra
Aftab Shivdasani,no,2005,Mr Ya Miss,,no,Antara Mali
Aftab Shivdasani,no,2006,Ankahee,,yes,Vikram Bhatt
Aftab Shivdasani,no,2006,Darwaaza Bandh Rakho,2.32,no,J. D. Chakravarthy
Aftab Shivdasani,no,2006,Jaane Hoga Kya,2.85,no,"Glen Barretto, Ankush Mohla"
Aftab Shivdasani,no,2006,Shaadi Se Pehle,18.88,yes,Satish Kaushik
Aftab Shivdasani,no,2007,Dus Kahaniyaan,13.00,yes,"Sanjay Gupta , Apoorva Lakhia , Meghna Gulzar , Rohit Roy , Hansal Mehta , Jasmeet Dhodhi"
Aftab Shivdasani,no,2007,Life Mein Kabhie Kabhiee,,no,Vikram Bhatt
Aftab Shivdasani,no,2007,Nishabd,,no,Ram Gopal Varma
Aftab Shivdasani,no,2007,Red: The Dark Side,,no,Vikram Bhatt
Aftab Shivdasani,no,2007,Speed,,yes,Vikram Bhatt
Aftab Shivdasani,no,2008,De Taali,,no,Eeshwar Nivas
Aftab Shivdasani,no,2008,Money Hai Toh Honey Hai,,no,Ganesh Acharya
Aftab Shivdasani,no,2009,Aao Wish Karein,,no,Glenn Baretto
Aftab Shivdasani,no,2009,Acid Factory,5.20,yes,Suparn Verma
Aftab Shivdasani,no,2009,Aloo Chaat,,no,Robby Grewal
Aftab Shivdasani,no,2009,Daddy Cool,,no,K. Murli Manohar Rao
Aftab Shivdasani,no,2009,Kambakkht Ishq,85.56,yes,Sabbir Khan
Aftab Shivdasani,no,2011,Bin Bulaye Baraati,,no,Chandrakant Singh
Aftab Shivdasani,no,2012,1920: The Evil Returns,,no,Bhushan Patel
Aftab Shivdasani,no,2013,Grand Masti,148.23,yes,Indra Kumar
Aftab Shivdasani,no,2016,Great Grand Masti,20.00,yes,Indra Kumar
Aftab Shivdasani,no,2016,Kyaa Kool Hain Hum 3,33.14,no,Umesh Ghadge
Aftab Shivdasani,no,2019,Setters,0.58,no,Ashwini Chaudhary
Aftab Shivdasani,no,2025,Mastiii 4,15.14,yes,Milap Zaveri
Aftab Shivdasani,no,2025,Riwaj,,no,Manoj Sati
Afzaal Khan,no,2010,"Shahrukh Bola ""Khoobsurat Hai Tu""",,no,Makrand Deshpande
Agastya Nanda,yes,2023,The Archies,,yes,Zoya Akhtar
Ahaan Panday,yes,2025,Saiyaara,579.23,yes,Mohit Suri
Aham Sharma,no,2009,Blue Oranges,,no,Rajesh Ganguly
Ahan Shetty,yes,2021,Tadap,34.86,yes,Milan Luthria
Ahilya Bamroo,no,2024,I Want to Talk,1.25,yes,Shoojit Sircar
Ahmer Haider,no,2023,Am I Next,,no,Rahat Kazmi
Ahsaas Channa,no,2004,Vaastu Shastra,10.00,no,Saurab Narang
Ahsaas Channa,no,2006,Aryan,,yes,Abhishek Kapoor
Ahsaas Channa,no,2007,My Friend Ganesha,1.59,no,Rajiv S Ruia
Ahsaas Channa,no,2008,Phoonk,13.62,no,Ram Gopal Varma
Ahsaas Channa,no,2010,Phoonk 2,9.24,no,Milind Gadagkar
Ahsaas Channa,no,2025,Greater Kalesh,,no,Aditya Chandiok
Ahwaan,no,2011,Happy Husbands,,no,Anay
Aida Al-Khashef,no,2013,Ship of Theseus,,no,Anand Gandhi
Aindrita Ray,no,2019,Main Zaroor Aaunga,,yes,Chandrakant Singh
Aindrita Ray,no,2021,Bhavai,,no,Hardik Gajjar
Aindrita Ray,no,2022,Judaa Hoke Bhi,0.25,no,Vikram Bhatt
Aisha Ahmed,no,2018,3 Storeys,,no,Arjun Mukerjee
Aisha Sharma,no,2018,Satyameva Jayate,110.00,no,Milap Zaveri
Aishwarya Devan,no,2018,Kaashi in Search of Ganga,0.93,no,Dhiraj Kumar
Aishwarya Rai,no,2000,Dhai Akshar Prem Ke,16.30,yes,Raj Kanwar
Aishwarya Rai,no,2000,Hamara Dil Aapke Paas Hai,30.26,no,Satish Kaushik
Aishwarya Rai,no,2000,Josh,35.06,no,Mansoor Khan
Aishwarya Rai,no,2000,Mela,25.00,yes,Dharmesh Darshan
Aishwarya Rai,no,2000,Mohabbatein,76.91,yes,Aditya Chopra
Aishwarya Rai,no,2001,Albela,,no,Deepak Sareen
Aishwarya Rai,no,2002,23rd March 1931: Shaheed,14.25,yes,Guddu Dhanoa
Aishwarya Rai,no,2002,Devdas,90.00,no,Sanjay Leela Bhansali
Aishwarya Rai,no,2002,Hum Kisise Kum Nahin,29.15,yes,David Dhawan
Aishwarya Rai,no,2002,Hum Tumhare Hain Sanam,34.76,yes,K. S. Adhiyaman
Aishwarya Rai,no,2003,Dil Ka Rishta,14.60,no,Naresh Malhotra
Aishwarya Rai,no,2003,Kuch Naa Kaho,13.08,yes,Rohan Sippy
Aishwarya Rai,no,2004,Khakee,49.89,yes,Rajkumar Santoshi
Aishwarya Rai,no,2004,Kyun! Ho Gaya Na...,16.35,yes,Samir Karnik
Aishwarya Rai,no,2004,Raincoat,4.88,no,Rituparno Ghosh
Aishwarya Rai,no,2005,Shabd,,yes,Leena Yadav
Aishwarya Rai,no,2006,Dhoom 2,151.00,yes,Sanjay Gadhvi
Aishwarya Rai,no,2006,Umrao Jaan,19.52,yes,J. P. Dutta
Aishwarya Rai,no,2007,Guru,83.67,yes,Mani Ratnam
Aishwarya Rai,no,2016,Ae Dil Hai Mushkil,239.56,yes,Karan Johar
Aishwarya Rai,no,2016,Sarbjit,43.80,no,Omung Kumar
Aishwarya Rai Bachchan,no,2008,Jodhaa Akbar,120.00,yes,Ashutosh Gowariker
Aishwarya Rai Bachchan,no,2008,Sarkar Raj,63.00,yes,Ram Gopal Verma
Aishwarya Rai Bachchan,no,2010,Action Replayy,48.00,yes,Vipul Amrutlal Shah
Aishwarya Rai Bachchan,no,2010,Guzaarish,61.30,yes,Sanjay Leela Bhansali
Aishwarya Rai Bachchan,no,2010,Raavan,49.50,yes,Mani Ratnam
Aishwarya Rai Bachchan,no,2015,Jazbaa,42.67,no,Sanjay Gupta
Aishwarya Rai Bachchan,no,2018,Fanney Khan,16.55,no,Atul Manjrekar
Aishwarya Raj Bhakuni,no,2024,Pride,,yes,Pankaj Kr Virat
Aishwarya Rajesh,no,2017,Daddy,15.50,no,Ashim Ahluwalia
Aishwarya Sakhuja,no,2019,Ujda Chaman,12.61,no,Abhishek Pathak
Ajay Chaudhary,no,2009,Let's Dance,,no,Aarif Sheikh
Ajay Devgan,no,2001,Yeh Raaste Hain Pyaar Ke,15.69,yes,Deepak S. Shivdasani
Ajay Devgn,no,2000,Deewane,12.25,no,Harry Baweja
Ajay Devgn,no,2000,Raju Chacha,20.92,yes,Anil Devgan
Ajay Devgn,no,2001,Lajja,34.29,yes,Rajkumar Santoshi
Ajay Devgn,no,2001,Tera Mera Saath Rahen,,no,Mahesh Manjrekar
Ajay Devgn,no,2002,Company,25.02,yes,Ram Gopal Varma
Ajay Devgn,no,2002,Deewangee,22.00,yes,Anees Bazmee
Ajay Devgn,no,2002,Hum Kisise Kum Nahin,29.15,yes,David Dhawan
Ajay Devgn,no,2002,The Legend of Bhagat Singh,12.90,no,Rajkumar Santoshi
Ajay Devgn,no,2003,Bhoot,23.90,yes,Ram Gopal Varma
Ajay Devgn,no,2003,Chori Chori,5.64,yes,Milan Luthria
Ajay Devgn,no,2003,Gangaajal,16.67,no,Prakash Jha
Ajay Devgn,no,2003,LOC: Kargil,31.67,yes,J. P. Dutta
Ajay Devgn,no,2003,Parwana,7.06,no,Deepak Bahry
Ajay Devgn,no,2003,Qayamat: City Under Threat,28.52,yes,Harry Baweja
Ajay Devgn,no,2003,Zameen,17.80,yes,Rohit Shetty
Ajay Devgn,no,2004,Khakee,49.89,yes,Rajkumar Santoshi
Ajay Devgn,no,2004,Masti,34.14,yes,Indra Kumar
Ajay Devgn,no,2004,Raincoat,4.88,no,Rituparno Ghosh
Ajay Devgn,no,2004,Taarzan: The Wonder Car,6.20,no,Abbas Mustan
Ajay Devgn,no,2004,Yuva,24.48,yes,Mani Ratnam
Ajay Devgn,no,2005,Apaharan,23.16,no,Prakash Jha
Ajay Devgn,no,2005,Blackmail,6.58,no,Anil Devgan
Ajay Devgn,no,2005,Insan,10.41,yes,K. Subash
Ajay Devgn,no,2005,Kaal,28.50,yes,Soham Shah
Ajay Devgn,no,2005,Main Aisa Hi Hoon,6.58,yes,Harry Baweja
Ajay Devgn,no,2005,Shikhar,10.30,yes,John Matthew Matthan
Ajay Devgn,no,2005,Tango Charlie,11.08,yes,Mani Shankar
Ajay Devgn,no,2005,Zameer: The Fire Within,1.58,no,Kamal
Ajay Devgn,no,2006,Golmaal: Fun Unlimited,41.25,yes,Rohit Shetty
Ajay Devgn,no,2006,Omkara,42.00,yes,Vishal Bhardwaj
Ajay Devgn,no,2007,Aag,22.73,no,Ram Gopal Varma
Ajay Devgn,no,2007,Cash,29.30,yes,Anubhav Sinha
Ajay Devgn,no,2008,Golmaal Returns,95.00,yes,Rohit Shetty
Ajay Devgn,no,2008,Haal-e-Dil,0.72,yes,Anil Devgan
Ajay Devgn,no,2008,Halla Bol,19.39,yes,Rajkumar Santoshi
Ajay Devgn,no,2008,Mehbooba,3.78,yes,Afzal Khan
Ajay Devgn,no,2008,Sunday,,yes,Rohit Shetty
Ajay Devgn,no,2008,U Me Aur Hum,40.02,yes,Ajay Devgn
Ajay Devgn,no,2009,All the Best: Fun Begins,61.00,yes,Rohit Shetty
Ajay Devgn,no,2009,London Dreams,41.31,yes,Vipul Shah
Ajay Devgn,no,2010,Aakrosh,19.40,yes,Priyadarshan
Ajay Devgn,no,2010,Atithi Tum Kab Jaoge?,3.90,no,Ashwni Dhir
Ajay Devgn,no,2010,Golmaal 3,167.00,yes,Rohit Shetty
Ajay Devgn,no,2010,Once Upon a Time in Mumbaai,96.44,yes,Milan Luthria
Ajay Devgn,no,2010,Raajneeti,145.50,yes,Prakash Jha
Ajay Devgn,no,2010,Toonpur Ka Superrhero,7.09,yes,Kireet Khurana
Ajay Devgn,no,2011,Dil Toh Baccha Hai Ji,28.91,yes,Madhur Bhandarkar
Ajay Devgn,no,2011,Rascals,51.01,yes,David Dhawan
Ajay Devgn,no,2011,Ready,180.00,yes,Anees Bazmee
Ajay Devgn,no,2011,Singham,147.89,no,Rohit Shetty
Ajay Devgn,no,2011,Yamla Pagla Deewana,88.00,yes,Samir Karnik
Ajay Devgn,no,2012,Bol Bachchan,165.68,yes,Rohit Shetty
Ajay Devgn,no,2012,Son Of Sardaar,161.48,yes,Ashwni Dhir
Ajay Devgn,no,2012,Tezz,26.00,yes,Priyadarshan
Ajay Devgn,no,2013,Himmatwala,68.87,no,Sajid Khan
Ajay Devgn,no,2013,Satyagraha,,yes,Prakash Jha
Ajay Devgn,no,2014,Action Jackson,88.87,yes,Prabhu Deva
Ajay Devgn,no,2014,Singham Returns,215.00,yes,Rohit Shetty
Ajay Devgn,no,2015,Drishyam,147.00,no,Nishikant Kamat
Ajay Devgn,no,2016,Fitoor,42.38,yes,Abhishek Kapoor
Ajay Devgn,no,2016,Shivaay,124.15,no,Ajay Devgn
Ajay Devgn,no,2017,Baadshaho,123.50,yes,Milan Luthria
Ajay Devgn,no,2017,Golmaal Again,311.05,yes,Rohit Shetty
Ajay Devgn,no,2018,Raid,153.62,no,Raj Kumar Gupta
Ajay Devgn,no,2019,De De Pyaar De,143.04,no,Akiv Ali
Ajay Devgn,no,2019,Total Dhamaal,228.27,no,Indra Kumar
Ajay Devgn,no,2020,Tanhaji,368.00,yes,Om Raut
Ajay Devgn,no,2021,Bhuj: The Pride of India,,yes,Abhishek Dudhaiya
Ajay Devgn,no,2021,Sooryavanshi,302.52,no,Rohit Shetty
Ajay Devgn,no,2022,Drishyam 2,345.05,yes,Abhishek Pathak
Ajay Devgn,no,2022,Gangubai Kathiawadi,209.77,yes,Sanjay Leela Bhansali
Ajay Devgn,no,2022,Runway 34,53.77,no,Ajay Devgn
Ajay Devgn,no,2022,Thank God,48.92,no,Indra Kumar
Ajay Devgn,no,2023,Bholaa,111.64,no,Ajay Devgn
Ajay Devgn,no,2024,Auron Mein Kahan Dum Tha,12.91,no,Neeraj Pandey
Ajay Devgn,no,2024,Maidaan,68.09,no,Amit Sharma
Ajay Devgn,no,2024,Naam,,no,Anees Bazmee
Ajay Devgn,no,2024,Shaitaan,211.06,no,Vikas Bahl
Ajay Devgn,no,2024,Singham Again,389.64,yes,Rohit Shetty
Ajay Devgn,no,2025,Azaad,9.17,yes,Abhishek Kapoor
Ajay Devgn,no,2025,De De Pyaar De 2,104.67,no,Anshul Sharma
Ajay Devgn,no,2025,Raid 2,243.06,no,Raj Kumar Gupta
Ajay Devgn,no,2025,Son of Sardaar 2,60.90,no,Vijay Kumar Arora
Ajay Gehi,no,2011,Not a Love Story,,no,Ram Gopal Varma
Ajay Jadeja,no,2003,Khel – No Ordinary Game,,yes,Yusuf Khan
Ajay Jadeja,no,2009,Pal Pal Dil Ke Ssaat,,no,V Krishna Kumar
Ajay Kumar,no,2015,Once Upon a Time in Bihar,,no,Nitin Chandra
Ajay Kumar Singh,no,2017,Ajab Singh Ki Gajab Kahani,,no,Rishi Prakash Mishra
Ajay Sinh Rathod,no,2014,Angry Young Man,,no,Ramesh Rout
Ajaz Khan,no,2014,Ya Rab,,no,Hasnain Hyderabadwala
Ajaz Khan,no,2016,Love Day - Pyaar Ka Din,,no,"Sandeep Choudhary, Harish Kotian"
Ajaz Khan,no,2022,Hai Tujhe Salaam India,,no,Avanish Kumar
Ajith Kumar,no,2001,Aśoka,28.00,yes,Santosh Sivan
Ajith Vachani,no,2001,Kyo Kii Main Jhuth Nahin Bolta,14.34,yes,David Dhawan
Akaisha,no,2025,Andaaz 2,,no,Suneel Darshan
Akanksha Puri,no,2025,So Long Valley,,no,Man Singh
Akansha Ranjan Kapoor,no,2020,Guilty,,no,Ruchi Narain
Akansha Sharma,no,2025,Kesari Veer,,yes,Prince Dhiman
Akarsh Khurana,no,2020,Ram Singh Charlie,,no,Nitin Kakkar
Akash Chopra,no,2013,Rabba Main Kya Karoon,,no,Amrit Sagar Chopra
Akash Pratap Singh,no,2024,Main Ladega,,no,Gaurav Rana
Akash Singh,no,2013,Bloody Isshq,,no,Arup Dutta
Akash Thosar,no,2018,Lust Stories,,yes,"Anurag Kashyap , Karan Johar , Zoya Akhtar , Dibakar Banerjee"
Akash Thosar,no,2022,Jhund,15.16,no,Nagraj Manjule
Akhil Kapur,no,2014,Desi Kattey,,no,Anand Kumar
Akhil Mishra,no,2014,Bhopal: A Prayer for Rain,,no,Ravi Kumar
Akhilendra Mishra,no,2003,Yeh Dil,,yes,Teja
Akhilendra Mishra,no,2005,Ek Ajnabee,,yes,Apoorva Lakhia
Akhilendra Mishra,no,2012,Married 2 America,,no,Dilip Shankar
Akhilendra Mishra,no,2014,Ya Rab,,no,Hasnain Hyderabadwala
Akhilendra Mishra,no,2016,Global Baba,,no,Manoj Sidheshwari Tewari
Akhilendra Mishra,no,2018,Kaashi in Search of Ganga,0.93,no,Dhiraj Kumar
Akhilendra Mishra,no,2019,Blackboard vs Whiteboard,,no,Tarun S. Bisht
Akhilendra Mishra,no,2019,Jhalki,,no,Brahmanand S. Siingh
Akhilendra Mishra,no,2022,Dedh Lakh Ka Dulha,,no,Abhay Pratap Singh
Akhilendra Mishra,no,2024,Kahan Shuru Kahan Khatam,,no,Saurabh Dasgupta
Akhilesh Jain,no,2015,Jai Jawaan Jai Kisaan,,no,Milan Ajmera
Akhlaque Khan,no,2012,?: A Question Mark,,no,Allyson Patel Yash Dave
Akkash Basant,no,2012,Login,,no,Sanjeev Reddy
Akkineni Nagarjuna,no,2002,Agni Varsha,,no,Arjun Sajnani
Akruti Agrawal,no,2015,Lion of Gujarat,,no,Dinesh Lamba
Aksha Pardasany,no,2017,Love You Family,,no,Sachindra Sharma
Aksha Pardasany,no,2024,Kartam Bhugtam,1.00,no,Soham P. Shah
Akshara Haasan,no,2015,Shamitabh,37.00,no,R. Balki
Akshara Haasan,no,2017,Laali Ki Shaadi Mein Laaddoo Deewana,0.81,no,Manish Harishankar
Akshat Bhatia,no,2006,Love Ke Chakkar Mein,,yes,B. H. Tharunkumar
Akshay Anand,no,2004,Uuf Kya Jaadoo Mohabbat Hai,,no,Manoj J. Bhatia
Akshay Anand,no,2024,A Wedding Story,,no,Abhinav Pareek
Akshay Kapoor,no,2004,Popcorn Khao! Mast Ho Jao,,no,Kabir Sadanand
Akshay Kapoor,no,2006,Alag,0.56,no,Ashu Trikha
Akshay Kapoor,no,2009,"Three: Love, Lies, Betrayal",,no,Vishal Pandya
Akshay Kumar,no,2000,Dhadkan,26.47,no,Dharmesh Darshan
Akshay Kumar,no,2000,Hera Pheri,21.40,no,Priyadarshan
Akshay Kumar,no,2000,Khiladi 420,10.20,no,Neeraj Vora
Akshay Kumar,no,2001,Ajnabee,31.83,yes,Abbas Mustan
Akshay Kumar,no,2001,Ek Rishtaa: The Bond of Love,36.50,yes,Suneel Darshan
Akshay Kumar,no,2002,Aankhen,33.80,no,Vipul Shah
Akshay Kumar,no,2002,Awara Paagal Deewana,27.58,no,Vikram Bhatt
Akshay Kumar,no,2002,Haan Maine Bhi Pyaar Kiya,19.55,yes,Dharmesh Darshan
Akshay Kumar,no,2002,Jaani Dushman: Ek Anokhi Kahani,18.56,yes,Rajkumar Kohli
Akshay Kumar,no,2003,Andaaz,28.81,no,Suneel Darshan
Akshay Kumar,no,2003,Talaash: The Hunt Begins...,,yes,Suneel Darshan
Akshay Kumar,no,2004,Aan: Men at Work,,no,Madhur Bhandarkar
Akshay Kumar,no,2004,Ab Tumhare Hawale Watan Saathiyo,19.16,yes,Anil Sharma
Akshay Kumar,no,2004,Aitraaz,29.00,yes,Abbas–Mustan
Akshay Kumar,no,2004,Hatya,,no,Kader Kashmiri
Akshay Kumar,no,2004,Khakee,49.89,yes,Rajkumar Santoshi
Akshay Kumar,no,2004,Meri Biwi Ka Jawaab Nahin,0.39,no,"S. M. Iqbal , Pankaj Parashar"
Akshay Kumar,no,2004,Mujhse Shaadi Karogi,62.00,yes,David Dhawan
Akshay Kumar,no,2004,Police Force: An Inside Story,1.80,no,Dilip Shukla
Akshay Kumar,no,2005,Bewafaa,33.18,yes,Dharmesh Darshan
Akshay Kumar,no,2005,Deewane Huye Paagal,26.50,yes,Vikram Bhatt
Akshay Kumar,no,2005,Dosti: Friends Forever,23.00,yes,Suneel Darshan
Akshay Kumar,no,2005,Garam Masala,64.65,no,Priyadarshan
Akshay Kumar,no,2005,Insan,10.41,yes,K. Subash
Akshay Kumar,no,2005,Waqt: The Race Against Time,42.49,no,Vipul Shah
Akshay Kumar,no,2006,Bhagam Bhag,67.00,yes,Priyadarshan
Akshay Kumar,no,2006,Humko Deewana Kar Gaye,27.00,no,Raj Kanwar
Akshay Kumar,no,2006,Jaan-E-Mann,46.26,yes,Shirish Kunder
Akshay Kumar,no,2006,Mere Jeevan Saathi,7.82,yes,Suneel Darshan
Akshay Kumar,no,2006,Phir Hera Pheri,69.00,no,Neeraj Vora
Akshay Kumar,no,2007,Bhool Bhulaiyaa,83.00,no,Priyadarshan
Akshay Kumar,no,2007,Heyy Babyy,84.00,yes,Sajid Khan
Akshay Kumar,no,2007,Namastey London,71.40,yes,Vipul Amrutlal Shah
Akshay Kumar,no,2007,Welcome,122.00,no,Anees Bazmee
Akshay Kumar,no,2008,Jumbo,21.00,no,Kompin Kemgumnird
Akshay Kumar,no,2008,Singh Is Kinng,136.00,no,Anees Bazmee
Akshay Kumar,no,2008,Tashan,51.00,yes,Vijay Krishna Acharya
Akshay Kumar,no,2009,8 x 10 Tasveer,23.58,no,Nagesh Kukunoor
Akshay Kumar,no,2009,Blue,63.92,yes,Anthony D'souza
Akshay Kumar,no,2009,Chandni Chowk to China,120.00,no,Nikkhil Advani
Akshay Kumar,no,2009,De Dana Dan,81.85,no,Priyadarshan
Akshay Kumar,no,2009,Kambakkht Ishq,85.56,yes,Sabbir Khan
Akshay Kumar,no,2010,Action Replayy,48.00,yes,Vipul Amrutlal Shah
Akshay Kumar,no,2010,Housefull,114.18,no,Sajid Khan
Akshay Kumar,no,2010,Jaane Kahan Se Aayi Hai,,no,Milap Zaveri
Akshay Kumar,no,2010,Khatta Meetha,62.79,no,Priyadarshan
Akshay Kumar,no,2010,Tees Maar Khan,101.89,yes,Farah Khan
Akshay Kumar,no,2011,Chalo Dilli,,no,Shashant Shah
Akshay Kumar,no,2011,Desi Boyz,77.00,yes,Rohit Dhawan
Akshay Kumar,no,2011,Patiala House,35.30,yes,Nikhil Advani
Akshay Kumar,no,2011,Thank You,104.00,yes,Anees Bazmee
Akshay Kumar,no,2012,Housefull 2,179.15,yes,Sajid Khan
Akshay Kumar,no,2012,Joker,35.87,yes,Shirish Kunder
Akshay Kumar,no,2012,Khiladi 786,107.00,no,Ashish R Mohan
Akshay Kumar,no,2012,OMG – Oh My God!,149.90,yes,Umesh Shukla
Akshay Kumar,no,2012,Rowdy Rathore,203.39,yes,Prabhu Deva
Akshay Kumar,no,2013,Boss,102.82,no,Anthony D'Souza
Akshay Kumar,no,2013,Once Upon ay Time in Mumbai Dobaara!,91.70,yes,Milan Luthria
Akshay Kumar,no,2013,Special 26,103.00,no,Neeraj Pandey
Akshay Kumar,no,2014,Entertainment,115.93,no,Sajid-Farhad
Akshay Kumar,no,2014,Holiday: A Soldier Is Never Off Duty,176.42,yes,A.R. Murugadoss
