year,movie,imdb_rating,imdb_votes,imdb_matched_title
2012,Cigarette Ki Tarah,4.5,35,Cigarette Ki Tarah
2012,Cocktail,6.3,16296,Cocktail
2012,Dabangg 2,4.8,21895,Fearless 2
2012,Dangerous Ishq,4.2,1032,Dangerous Ishq
2012,Delhi Safari,5.6,2244,Delhi Safari
2012,Department,3.2,1191,Department
2012,Ek Main Aur Ekk Tu,5.8,7591,Ek Main Aur Ekk Tu
2012,Ek Tha Tiger,5.7,42734,Ek Tha Tiger
2012,Ekk Deewana Tha,6.1,3521,Ekk Deewana Tha
2012,English Vinglish,7.8,45059,English Vinglish
2012,Fatso!,,,
2012,Ferrari Ki Sawaari,6.4,9834,Ferrari Ki Sawaari
2012,From Sydney with Love,6.3,78,From Sydney with Love
2012,Future To Bright Hai Ji,6.1,114,Future to Bright Hai Ji
2012,Gali Gali Chor Hai,5.3,781,Gali Gali Chor Hai
2012,Gangs of Wasseypur – Part 1,,,
2012,Gangs of Wasseypur – Part 2,,,
2012,Gattu,7.4,443,Gattu
2012,Ghost,2.5,271,Ghost
2012,Hate Story,5.3,4212,Hate Story
2012,Heroine,5.0,4806,Heroine
2012,Housefull 2,5.5,17947,Housefull 2
2012,I M 24,,,
2012,Ishaqzaade,6.5,8837,Ishaqzaade
2012,Jab Tak Hai Jaan,6.7,62763,Jab Tak Hai Jaan
2012,Jalpari: The Desert Mermaid,7.3,2274,Jalpari: The Desert Mermaid
2012,Jannat 2,6.3,6801,Jannat 2
2012,Jeena Hai Toh Thok Daal,5.4,42,Jeena Hai Toh Thok Daal
2012,Jism 2,3.1,3830,Jism 2
2012,Jodi Breakers,3.7,1286,Jodi Breakers
2012,Joker,2.7,10379,Joker
2012,Kahaani,8.1,69992,Kahaani
2012,Kamaal Dhamaal Malamaal,4.3,936,Kamaal Dhamaal Malamaal
2012,Khiladi 786,4.5,8853,Khiladi 786
2012,Kismat Love Paisa Dilli,,,
2012,Krishna Aur Kans,7.0,388,Krishna Aur Kans
2012,Kyaa Super Kool Hain Hum,5.0,4426,Kyaa Super Kool Hain Hum
2012,Life Ki Toh Lag Gayi,5.2,281,Life Ki Toh Lag Gayi
2012,Login,5.6,146,Login
2012,"London, Paris, New York",5.6,3889,London Paris New York
2012,Love You To Death,6.6,18,Love You to Death
2012,"Love, Lies & Seeta",,,
2012,"Love, Wrinkle-free",6.4,82,"Love, Wrinkle-free"
2012,Luv Shuv Tey Chicken Khurana,6.6,4222,Luv Shuv Tey Chicken Khurana
2012,MLA,6.2,7,MLA
2012,Married 2 America,5.6,27,Married 2 America
2012,Maximum,4.7,234,Maximum
2012,Mere Dost Picture Abhi Baki Hai,,,
2012,Mr. Bhatti on Chutti,3.9,104,Mr Bhatti on Chutti
2012,Mysterious Girl,,,
2012,OMG – Oh My God!,8.1,71210,OMG: Oh My God!
2012,Overtime,4.9,37,Overtime
2012,Paan Singh Tomar,8.2,40108,Paan Singh Tomar
2012,Paanch Ghantey Mien Paanch Crore,,,
2012,Players,4.4,5519,Players
2012,Qasam Se Qasam Se,4.2,22,Qasam Se Qasam Se
2012,Raaz 3: The Third Dimension,4.2,4456,Raaz 3
2012,Rakhtbeej,3.1,20,Rakhtbeej
2012,Rowdy Rathore,5.8,26993,Rowdy Rathore
2012,Rush,3.9,940,Rush
2012,Sadda Adda,7.0,1492,Sadda Adda
2012,Say Yes to Love,6.7,18,Say Yes to Love
2012,Shanghai,7.2,11299,Shanghai
2012,Shirin Farhad Ki Toh Nikal Padi,4.5,1127,Shirin Farhad Ki Toh Nikal Padi
2012,Son Of Sardaar,4.4,12172,Son of Sardaar
2012,Sons of Ram,7.1,98,Sons of Ram
2012,Staying Alive,6.5,65,Staying Alive
2012,Student of the Year,5.3,22272,Student of the Year
2012,Talaash: The Answer Lies Within,7.3,48704,Talaash: The Answer Lies Within
2012,Tere Naal Love Ho Gaya,5.9,4867,Tere Naal Love Ho Gaya
2012,Teri Meri Kahaani,4.9,4415,Teri Meri Kahaani
2012,Tezz,4.1,2786,Tezz
2012,The Forest,3.1,180,The Forest
2012,The Last Act,7.5,44,The Last Act
2012,Valentine's Night,3.1,43,Valentine's Night
2012,Vicky Donor,7.7,48006,Vicky Donor
2012,Will You Marry Me?,4.6,139,Will You Marry Me
2012,Yeh Khula Aasmaan,7.5,31,Yeh Khula Aasmaan
2012,Zindagi Tere Naam,4.9,51,Zindagi Tere Naam
2013,3G - A Killer Connection,3.6,1289,3G: A Killer Connection
2013,ABCD: Any Body Can Dance,6.3,8085,ABCD (Any Body Can Dance)
2013,Aashiqui 2,7.1,38346,Aashiqui 2
2013,Akaash Vani,6.4,2406,Akaash Vani
2013,Amdavad Junction,4.1,23,Amdavad Junction
2013,Ankur Arora Murder Case,6.5,2383,Ankur Arora Murder Case
2013,Asab Bosana Mera Story Hai,,,
2013,Aurangzeb,6.4,4614,Aurangzeb
2013,B.A. Pass,6.3,4605,B.A. Pass
2013,Baat Bann Gayi,5.0,89,Baat Bann Gayi
2013,Bajatey Raho,5.3,822,Bajatey Raho
2013,Bandook,5.6,1064,Bandook
2013,Beehad - The Ravines,,,
2013,Besharam,3.6,6485,Besharam
2013,Bhaag Milkha Bhaag,8.2,78985,Bhaag Milkha Bhaag
2013,Bloody Isshq,7.7,52,Bloody Isshq
2013,Bombay Talkies,6.6,6023,Bombay Talkies
2013,Boss,5.1,13065,Boss
2013,Boyss Toh Boyss Hain,5.2,66,Boyss Toh Boyss Hain
2013,Bullett Raja,4.9,4267,Bullett Raja
2013,Calapor,5.2,9,Calapor
2013,Chashme Baddoor,5.4,5517,Chashme Baddoor
2013,Chennai Express,6.3,72482,Chennai Express
2013,Chor Chor Super Chor,6.5,254,Chor Chor Super Chor
2013,Commando: A One Man Army,,,
2013,D Day,7.2,10778,D-Day
2013,David,6.2,2949,David
2013,Deewana Main Deewana,,,
2013,Dehraadun Diary,5.8,62,Dehraadun Diary
2013,Dhoom 3,5.4,53514,Dhoom 3
2013,Dilli Gang,5.6,6,Dilli Gang
2013,Ek Thi Daayan,5.8,4964,Ek Thi Daayan
2013,Ekk Thee Sanam,,,
2013,Enemmy,4.9,288,Enemmy
2013,Fukrey,6.9,14274,Fukrey
2013,Gangoobai,7.7,341,Gangoobai
2013,Ghanchakkar,5.9,5565,Ghanchakkar
2013,Gippi,5.6,951,Gippi
2013,Go Goa Gone,6.7,17148,Go Goa Gone
2013,Goliyon Ki Raasleela Ram-Leela,6.4,23693,Goliyon Ki Raasleela Ram Leela
2013,Gori Tere Pyaar Mein,4.9,4423,Gori Tere Pyaar Mein!
2013,Grand Masti,4.5,7283,Grand Masti
2013,Hai Golmaal In White House,2.3,18,Hai Golmaal in White House
2013,Himmatwala,1.8,9719,Himmatwala
2013,Horror Story,4.3,2461,Horror Story
2013,Hum Hai Raahi Car Ke,2.6,184,Hum Hai Raahi CAR Ke
2013,I Don't Luv U,5.9,42,I Don't Luv U
2013,"I, Me Aur Main",4.7,2117,"I, Me Aur Main"
2013,Inkaar,6.1,2792,Inkaar
2013,Ishk Actually,2.7,166,Ishk Actually
2013,Ishkq in Paris,3.8,864,Ishkq in Paris
2013,Issaq,4.4,529,Issaq
2013,Jackpot,2.0,865,Jackpot
2013,Jayantabhai Ki Luv Story,5.4,1477,Jayantabhai Ki Luv Story
2013,John Day,5.6,948,John Day
2013,Jolly LLB,7.5,25295,Jolly LLB
2013,Kaand: Black Scandal,,,
2013,Kai Po Che!,7.8,40039,Kai Po Che
2013,Krrish 3,5.4,28736,Krrish 3
2013,Listen... Amaya,6.5,651,Listen... Amaya
2013,Lootera,7.4,18236,Robber
2013,Love in Bombay,,,
2013,Luv U Soniyo,5.6,75,Luv U Soniyo
2013,Maazii,4.9,131,Maazii
2013,Madras Cafe,7.6,26690,Madras Cafe
2013,Mai...,6.1,119,Mai
2013,Main Krishna Hoon,5.0,262,Main Krishna Hoon
2013,Matru Ki Bijlee Ka Mandola,5.6,6518,Matru Ki Bijlee Ka Mandola
2013,Mere Dad Ki Maruti,6.4,5063,Mere Dad Ki Maruti
2013,Mere Haule Dost,7.1,28,Mere Haule Dost
2013,Meri Shadi Karao,,,
2013,Mickey Virus,6.1,2962,Mickey Virus
2013,Mumbai Mirror,5.1,131,Mumbai Mirror
2013,Murder 3,5.1,5104,Murder 3
2013,Nasha,3.2,1474,Nasha
2013,Nautanki Saala,5.8,4599,Nautanki Saala!
2013,Once Upon ay Time in Mumbai Dobaara!,,,
2013,Paapi - Ek Satya Katha,4.0,33,Paapi - Ek Satya Katha
2013,Phata Poster Nikhla Hero,4.9,6128,Phata Poster Nikhla Hero
2013,Policegiri,4.2,1753,Policegiri
2013,Prague,5.5,394,Prague
2013,Pyaar Mein Aisa Hota Hai,4.4,8,Pyaar Mein Aisa Hota Hai
2013,R... Rajkumar,5.3,7676,R... Rajkumar
2013,Raanjhanaa,7.6,38148,Raanjhanaa
2013,Rabba Main Kya Karoon,4.4,318,Rabba Main Kya Karoon
2013,Race 2,5.4,18503,Race 2
2013,Rajjo,2.8,683,Rajjo
2013,Ramaiya Vastavaiya,5.9,5601,Ramaiya Vastavaiya
2013,Rangrezz,5.2,484,Rangrezz
2013,Saare Jahaan Se Mehnga,7.0,1434,Saare Jahaan Se Mehnga...
2013,"Saheb, Biwi Aur Gangster Returns",6.7,4227,Saheb Biwi Aur Gangster Returns
2013,Satya 2,5.8,1104,Satya 2
2013,Satyagraha,5.9,5567,Satyagraha
2013,Shahid,8.2,21565,Shahid
2013,Ship of Theseus,8.0,8339,Ship of Theseus
2013,Shootout at Wadala,6.1,8570,Shootout at Wadala
2013,Shortcut Romeo,3.0,336,Shortcut Romeo
2013,Shorts,6.4,496,Shorts
2013,Shree,6.3,343,Shree
2013,Shuddh Desi Romance,5.8,10721,A Pure Desi Romance
2013,Siddharth,7.4,792,Siddharth
2013,Singh Saab The Great,5.6,2642,Singh Saab the Great
2013,Sixteen,6.2,1868,Sixteen
2013,Sooper Se Ooper,4.3,212,Sooper Se Ooper
2013,Special 26,8.0,62427,Special 26
2013,Super Model,1.9,215,Super Model
2013,Table No. 21,7.2,15997,Table No. 21
2013,The Adventures of Sinbad,7.2,18,The Adventures of Sinbad
2013,The Attacks of 26/11,7.0,5999,The Attacks of 26/11
2013,The Lunchbox,7.8,68370,The Lunchbox
2013,The Unsound,4.5,34,The Unsound
2013,Vishwaroopam,7.9,43377,Vishwaroopam
2013,Wake Up India,6.9,27,Wake Up India
2013,War Chhod Na Yaar,,,
2013,Warning,4.7,332,Warning
2013,What the Fish,4.9,254,What the Fish
2013,Yamla Pagla Deewana 2,3.5,2230,Yamla Pagla Deewana 2
2013,Yeh Jawaani Hai Deewani,7.3,58015,Yeh Jawaani Hai Deewani
2013,Zanjeer,3.4,3157,Zanjeer
2013,Zila Ghaziabad,3.7,1588,Zila Ghaziabad
2013,Zindagi 50-50,2.8,261,Zindagi 50 50
2013,Zindagi Jalebi,4.2,11,Zindagi Jalebi
2014,19th January,8.2,28,19th January
2014,2 States,6.9,28447,2 States
2014,3 A.M.,,,
2014,6 – 5 = 2,4.5,274,6-5=2
2014,A Decent Arrangement,,,
2014,Action Jackson,3.4,4822,Action Jackson
2014,Akela The Alone,6.3,14,Akela the Alone
2014,Amit Sahni Ki List,5.4,387,Amit Sahni Ki List
2014,Angry Young Man,5.0,17,Angry Young Man
2014,Ankhon Dekhi,7.9,13758,Ankhon Dekhi
2014,Anuradha,5.8,9,Anuradha
2014,Babloo Happy Hai,6.8,94,Babloo Happy Hai
2014,Badlapur Boys,5.0,153,Badlapur Boys
2014,Balwinder Singh Famous Ho Gaya,3.3,82,Balwinder Singh Famous Ho Gaya
2014,Bang Bang!,5.7,28078,Bang Bang
2014,Bazaar-E-Husn,5.0,26,Bazaar E Husn
2014,Bewakoofiyaan,5.5,4786,Bewakoofiyaan
2014,Bhoothnath Returns,6.5,7187,Bhoothnath Returns
2014,Bhopal: A Prayer for Rain,7.1,2270,Bhopal: A Prayer for Rain
2014,Bobby Jasoos,5.5,2546,Bobby Jasoos
2014,Chaarfutiya Chhokare,5.5,63,Chaarfutiya Chhokare
2014,Children of War,6.6,1303,Children of War
2014,CityLights,7.3,5848,CityLights
2014,Creature,3.3,1841,Creature
2014,Daawat-e-Ishq,6.1,6512,Daawat-e-Ishq
2014,Darr @ the Mall,4.9,1151,Darr @ the Mall
2014,Dedh Ishqiya,7.0,7756,Dedh Ishqiya
2014,Dee Saturday Night,4.9,8,Dee Saturday Night
2014,Dekh Tamasha Dekh,6.1,364,Dekh Tamasha Dekh
2014,Desi Kattey,4.2,165,Desi Kattey
2014,Dishkiyaoon,5.2,1137,Dishkiyaoon
2014,Ebn-E-Batuta,4.7,39,Ebn-e-Batuta
2014,Ek Villain,6.6,25309,The Villain
2014,Ekkees Toppon Ki Salaami,6.1,598,Ekkees Toppon Ki Salaami
2014,Entertainment,5.7,3450,Entertainment
2014,Filmistaan,7.3,3804,Filmistaan
2014,Fireflies,6.1,125,Fireflies
2014,Fugly,4.7,1216,Fugly
2014,Gang of Ghosts,3.6,483,Gang of Ghosts
2014,Gollu Aur Pappu,3.7,141,Gollu Aur Pappu
2014,Gulaab Gang,6.0,2301,Gulaab Gang
2014,Gulabi Gang,7.5,242,Gulabi Gang
2014,Gunday,2.8,61354,Gunday
2014,Haider,8.0,61150,Haider
2014,Happy Ending,5.4,4133,Happy Ending
2014,Happy New Year,5.0,44548,Happy New Year
2014,Hasee Toh Phasee,6.8,17702,Hasee Toh Phasee
2014,Hate Story 2,4.4,2646,Hate Story 2
2014,Hawaa Hawaai,7.4,1923,Hawaa Hawaai
2014,Heartless,5.2,571,Heartless
2014,Heropanti,5.2,11605,Heropanti
2014,Highway,7.6,32753,Highway
2014,Holiday: A Soldier Is Never Off Duty,,,
2014,Honour Killing,4.2,15,Honour Killing
2014,Hum Hai Teen Khurafaati (हम हैं तीन खुराफाती),7.2,14,Hum Hai Teen Khurafaati
2014,Humpty Sharma Ki Dulhania,6.0,15557,Humpty Sharma Ki Dulhania
2014,Humshakals,1.8,9254,Humshakals
2014,Jai Ho,5.1,22740,Jai Ho
2014,Jal,6.7,520,Jal
2014,Jigariyaa,5.0,334,Jigariyaa
2014,Kaanchi: The Unbreakable,,,
2014,Kahin Hai Mera Pyar,6.8,27,Kahin Hai Mera Pyar
2014,Kaho Na Kaho,,,
2014,Karar: The Deal,4.2,82,Karar: The Deal
2014,Karle Pyaar Karle,2.4,173,Karle Pyaar Karle
2014,Khoobsurat,6.4,9625,Khoobsurat
2014,Khwaabb,5.6,82,Khwaabb
2014,Kick,5.9,76939,Kick
2014,Kill Dil,4.5,4731,Kill Dil
2014,Koyelaanchal,5.4,308,Koyelaanchal
2014,Kuku Mathur Ki Jhand Ho Gayi,5.3,297,Kuku Mathur Ki Jhand Ho Gayi
2014,Kya Dilli Kya Lahore,7.3,1968,Kya Dilli Kya Lahore
2014,LUV...Phir Kabhie,,,
2014,Lakshmi,7.9,1755,Lakshmi
2014,Lekar Hum Deewana Dil,4.7,736,Lekar Hum Deewana Dil
2014,Life Mein Twist Hai,8.6,13,Life Mein Twist Hai
2014,Life is Beautiful!,5.4,58,Life Is Beautiful
2014,Lucky Kabootar,4.9,107,Lucky Kabootar
2014,M3 - Midsummer Midnight Mumbai,,,
2014,Machhli Jal Ki Rani Hai,2.4,342,Machhli Jal Ki Rani Hai
2014,Mad About Dance,,,
2014,Main Aur Mr. Riight,4.8,413,Main Aur Mr. Riight
2014,Main Tera Hero,5.2,11252,Main Tera Hero
2014,Manjunath,7.1,527,Manjunath
2014,Mardaani,7.3,15598,Mardaani
2014,Mary Kom,6.8,12133,Mary Kom
2014,Mastram,4.7,630,Mastram
2014,Meinu Ek Ladki Chaahiye,3.6,23,Meinu Ek Ladki Chaahiye
2014,Miss Lovely,7.3,19769,Miss Lovely
2014,Mr Joe B. Carvalho,3.6,663,Mr Joe B. Carvalho
2014,Mumbai 125 KM,,,
2014,Mumbai Delhi Mumbai,5.7,413,Mumbai Delhi Mumbai
2014,Mumbhai Connection,,,
2014,Munna Mange Memsaab,2.8,20,Munna Mange Memsaab
2014,Neighbours,3.5,67,Neighbours
2014,O Teri,3.3,683,O Teri
2014,Objection My God,,,
2014,Om-Dar-B-Dar,,,
2014,One by Two,3.9,793,One by Two
2014,PK,8.1,223099,PK
2014,Paranthe Wali Gali,5.0,101,Paranthe Wali Gali
2014,Pizza,6.2,1620,Pizza
2014,Purani Jeans,6.2,895,Purani Jeans
2014,Pyar Ka Live Show,,,
2014,Queen,8.1,71423,Queen
2014,Ragini MMS 2,3.9,3312,Ragini MMS 2
2014,Raja Natwarlal,6.2,5116,Raja Natwarlal
2014,Rang Rasiya,,,
2014,Revolver Rani,4.6,2046,Revolver Rani
2014,Riyasat,6.1,62,Riyasat
2014,Roar: Tigers of the Sundarbans,5.6,851,Roar: Tigers of the Sundarbans
2014,Room – The Mystery,4.0,47,Room: The Mystery
2014,Samrat & Co.,6.2,1441,Samrat & Co.
2014,Shaadi Ke Side Effects,5.6,4378,Shaadi Ke Side Effects
2014,Sholay 3D,,,
2014,Singham Returns,5.7,11623,Singham Returns
2014,Sonali Cable,5.3,1162,Sonali Cable
2014,Spark,5.7,55,Spark
2014,Station,7.4,104,Station
2014,Strings of Passion,6.6,42,Strings of Passion
2014,Sulemani Keeda,7.0,2689,Sulemani Keeda
2014,Super Nani,4.7,577,Super Nani
2014,Tamanchey,,,
2014,The Dark Secrets Of Tonhi,5.4,13,The Dark secrets of Tonhi
2014,The Shaukeens,4.8,3401,The Shaukeens
2014,The Xposé,,,
2014,Titoo MBA,4.5,128,Titoo MBA
2014,Total Siyapaa,5.0,3196,Total Chaos
2014,Ugly,7.9,25316,Ugly
2014,Ungli,5.8,4437,Ungli
2014,Ya Rab,6.0,297,Ya Rab
2014,Yaariyan,2.8,4062,Yaariyan
2014,Yeh Hai Bakrapur,3.9,324,Yeh Hai Bakrapur
2014,Youngistaan,5.2,2032,Youngistaan
2014,Zed Plus,6.4,561,Zed Plus
2014,Zid,4.5,1629,Zid
2015,ABCD 2,,,
2015,Ab Tak Chhappan 2,5.8,1598,Ab Tak Chhappan 2
2015,Aisa Yeh Jahaan,6.9,64,The World It Is
2015,All Is Well,3.6,1761,All Is Well
2015,Alone,3.8,1977,Alone
2015,Angry Indian Goddesses,6.9,3057,Angry Indian Goddesses
2015,Baby,7.9,63259,Baby
2015,Badlapur,7.4,28745,Badlapur
2015,Badmashiyaan,4.7,156,Badmashiyaan
2015,Bajirao Mastani,7.3,42512,Bajirao Mastani
2015,Bajrangi Bhaijaan,8.1,111573,Bajrangi Bhaijaan
2015,Bangistan,4.5,1522,Bangistan
2015,Barkhaa,5.1,389,Barkhaa
2015,Bezubaan Ishq,4.8,91,Bezubaan Ishq
2015,Bhaag Johnny,5.2,1182,Bhaag Johnny
2015,Bombay Velvet,5.5,6793,Bombay Velvet
2015,Brothers,6.4,15591,Brothers
2015,Bumper Draw,3.9,92,Bumper Draw
2015,Chal Guru Ho Ja Shuru,,,
2015,Charlie Kay Chakkar Mein,4.6,179,Charlie Kay Chakkar Mein
2015,Chinar Daastaan-E-Ishq,6.9,80,Chinar Daastaan-E-Ishq
2015,Coffee Bloom,5.7,145,Coffee Bloom
2015,Court,7.6,5765,Court
2015,Crazy Cukkad Family,5.0,66,Crazy Cukkad Family
2015,Detective Byomkesh Bakshy!,7.6,25602,Detective Byomkesh Bakshy!
2015,Dharam Sankat Mein,6.3,2577,Dharam Sankat Mein
2015,Dil Dhadakne Do,7.1,22080,Dil Dhadakne Do
2015,Dilliwali Zaalim Girlfriend,,,
2015,Dilwale,5.1,41991,Dilwale
2015,Dirty Politics,2.6,685,Dirty Politics
2015,Dolly Ki Doli,4.6,3385,Dolly Ki Doli
2015,Drishyam,8.2,109223,Drishyam
2015,Dum Laga Ke Haisha,7.4,22529,Dum Laga Ke Haisha
2015,Ek Adbhut Dakshina Guru Dakshina,,,
2015,Ek Paheli Leela,3.8,1969,Ek Paheli Leela
2015,Four Pillars of Basement,4.4,28,Four Pillars of Basement
2015,Gabbar Is Back,7.0,29558,Gabbar Is Back
2015,Gour Hari Dastaan,,,
2015,Guddu Ki Gun,4.6,874,Guddu Ki Gun
2015,Guddu Rangeela,5.3,1015,Guddu Rangeela
2015,Hamari Adhuri Kahani,6.8,7960,Hamari Adhuri Kahani
2015,Hate Story 3,4.6,3726,Hate Story 3
2015,Hawaizaada,5.5,2219,Hawaizaada
2015,Hero,3.6,3083,Hero
2015,Hey Bro,2.7,269,Hey Bro
2015,Hunterrr,7.0,7252,Hunterrr
2015,I Love Desi,6.5,11,I Love Desi
2015,I Love NY,3.4,947,I Love NY
2015,International Hero,3.3,9,International Hero
2015,Ishq Ke Parindey,6.8,67,Ishq Ke Parindey
2015,Ishqedarriyaan,4.9,194,Ishqedarriyaan
2015,Jai Jawaan Jai Kisaan,5.4,36,Jai Jawaan Jai Kisaan
2015,Jazbaa,5.7,3830,Jazbaa
2015,Kaagaz Ke Fools,3.9,173,Kaagaz Ke Fools
2015,Kajarya,6.5,149,Kajarya
2015,Katti Batti,4.7,3385,Katti Batti
2015,Kaun Kitney Paani Mein,6.1,2529,Kaun Kitney Paani Mein
2015,Khamoshiyan,4.1,1655,Khamoshiyan
2015,Kis Kisko Pyaar Karoon,5.6,7087,Kis Kisko Pyaar Karoon
2015,Kuch Kuch Locha Hai,2.6,963,Kuch Kuch Locha Hai
2015,Lakhon Hain Yahan Dilwale,,,
2015,Lion of Gujarat,7.0,11,Lion of Gujarat
2015,Love Exchange,5.4,63,Love Exchange
2015,Luckhnowi Ishq,7.2,32,Luckhnowi Ishq
2015,MSG: The Messenger,,,
2015,Main Aur Charles,6.2,1900,Main Aur Charles
2015,Main Hoon Part-Time Killer,,,
2015,Manjhi – The Mountain Man,8.0,21237,Manjhi: The Mountain Man
2015,Margarita with a Straw,7.2,4334,Margarita with a Straw
2015,Masaan,8.1,35567,Masaan
2015,Meeruthiya Gangster,,,
2015,Mere Genie Uncle,4.3,13,Mere Genie Uncle
2015,Miss Tanakpur Haazir Ho,5.3,384,Miss Tanakpur Haazir Ho
2015,Mr. X,3.7,2544,Mr. X
2015,Mumbai Can Dance Saala,,,
2015,NH-8 Road to Nidhivan,2.7,61,NH-8: Road to Nidhivan
2015,NH10,7.2,14954,NH 10
2015,Once Upon a Time in Bihar,6.4,224,Once Upon a Time in Bihar
2015,P Se PM Tak,3.7,106,P Se PM Tak
2015,Phantom,6.0,10425,Phantom
2015,Piku,7.6,36849,Piku
2015,Prem Ratan Dhan Payo,4.4,26023,Prem Ratan Dhan Payo
2015,Prithipal Singh... A Story,,,
2015,Pyaar Ka Punchnama 2,7.2,17594,Pyaar Ka Punchnama 2
2015,Qissa,,,
2015,Rahasya,7.5,6313,Rahasya
2015,Ranbanka,3.6,149,Ranbanka
2015,Rolling Dream,,,
2015,Roy,3.2,8234,Roy
2015,Sabki Bajegi Band,3.3,114,Sabki Bajegi Band
2015,Second Hand Husband,3.7,199,Second Hand Husband
2015,Shaandaar,3.7,6950,Shaandaar
2015,Shamitabh,6.7,8251,Shamitabh
2015,Sharafat Gayi Tel Lene,5.0,329,Sharafat Gayi Tel Lene
2015,Singh Is Bliing,5.1,9901,Singh Is Bliing
2015,Sorry Daddy,5.9,15,Sorry Daddy
2015,Take It Easy,7.9,34,Take It Easy
2015,Talvar,8.1,43525,Talvar
2015,Tamasha,7.4,36325,Tamasha
2015,Tanu Weds Manu: Returns,7.6,30714,Tanu Weds Manu Returns
2015,Tevar,4.2,3585,Tevar
2015,The Silent Heroes,6.4,79,The Silent Heroes
2015,Thoda Lutf Thoda Ishq,4.2,66,Thoda Lutf Thoda Ishq
2015,Titli,7.5,5827,Titli
2015,Uvaa,4.9,195,Uvaa
2015,Waiting,7.2,1955,Waiting
2015,Wedding Pullav,3.6,232,Wedding Pullav
2015,Welcome 2 Karachi,4.4,1568,Welcome 2 Karachi
2015,Welcome Back,4.3,7571,Welcome Back
2015,X: Past Is Present,5.2,767,X: Past Is Present
2015,Yaara Silly Silly,5.4,288,Yaara Silly Silly
2015,Yahaan Sabki Lagi Hai,,,
2016,1920: London,4.2,2255,1920 London
2016,31st October,5.7,317,31st October
2016,7 Hours To Go,5.7,464,7 Hours to Go
2016,A Flying Jatt,3.2,6322,A Flying Jatt
2016,A Scandall,3.1,174,A Scandall
2016,Aakhir Kab Tak,,,
2016,Ae Dil Hai Mushkil,5.9,29021,Ae Dil Hai Mushkil
2016,Airlift,7.9,61561,Airlift
2016,Akira,5.9,4664,Akira
2016,Aligarh,7.7,8707,Aligarh
2016,Anna,5.6,60,Anna
2016,Azhar,5.7,6206,Azhar
2016,Baaghi,5.4,11757,Baaghi
2016,Baar Baar Dekho,5.4,8189,Baar Baar Dekho
2016,Banjo,5.0,1304,Banjo
2016,Befikre,4.2,8864,Befikre
2016,Beiimaan Love,2.9,593,Beiimaan Love
2016,Bollywood Diaries,6.0,320,Bollywood Diaries
2016,Brahman Naman,5.5,2146,Brahman Naman
2016,Buddha in a Traffic Jam,7.1,8202,Buddha in a Traffic Jam
2016,Budhia Singh – Born to Run,7.5,1717,Budhia Singh: Born to Run
2016,Chaar Sahibzaade: Rise of Banda Singh Bahadur,,,
2016,Chalk n Duster,6.5,895,Chalk N Duster
2016,Dangal,8.3,243597,Dangal
2016,Darling Don't Cheat,,,
2016,Days of Tafree,7.2,377,Days of Tafree
2016,Dear Dad,6.2,482,Dear Dad
2016,Dear Zindagi,7.4,47508,Dear Zindagi
2016,Dhanak,7.8,4843,Rainbow
2016,Dhara 302,5.2,22,Dhara 302
2016,Dil Toh Deewana Hai,7.4,27,Dil Toh Deewana Hai
2016,Direct Ishq,4.7,99,Direct Ishq
2016,Dishoom,5.2,10068,Dishoom
2016,Do Lafzon Ki Kahani,6.5,1867,Do Lafzon Ki Kahani
2016,Dongri Ka Raja,4.2,212,Dongri Ka Raja
2016,Ek Kahani Julie Ki,5.1,12,Ek Kahani Julie Ki
2016,Fan,6.8,53709,Fan
2016,Fever,4.7,783,Fever
2016,Final Cut of Director,,,
2016,Fitoor,5.5,6998,Fitoor
2016,Force 2,6.2,6440,Force 2
2016,Freaky Ali,5.0,3211,Freaky Ali
2016,Fredrick,4.4,25,Fredrick
2016,Fuddu,4.7,217,Fuddu
2016,Ghayal: Once Again,6.2,5587,Ghayal Once Again
2016,Global Baba,5.6,234,Global Baba
2016,Great Grand Masti,3.7,3588,Great Grand Masti
2016,Hai Apna Dil Toh Awara,7.2,29,Hai Apna Dil Toh Awara
2016,Happy Bhag Jayegi,6.5,6053,Happy Bhaag Jayegi
2016,Housefull 3,5.0,12627,Housefull 3
2016,Ishq Click,4.4,102,Ishq Click
2016,Ishq Forever,2.5,129,Ishq Forever
2016,Ishq Junoon,,,
2016,Island City,6.7,367,Island City
2016,Jai Gangaajal,5.8,2749,Jai Gangaajal
2016,Jugni,6.2,160,Jugni
2016,Junooniyat,4.1,1087,Junooniyat
2016,Kaafiron Ki Namaaz,,,
2016,Kahaani 2: Durga Rani Singh,,,
2016,Kapoor & Sons,7.7,33873,Kapoor & Sons
2016,Khel Toh Ab Shuru Hoga,5.1,22,The Game Will Start Now
2016,Ki & Ka,5.7,6723,Ki & Ka
2016,Kyaa Kool Hain Hum 3,2.0,4697,Kyaa Kool Hain Hum 3
2016,Laal Rang,7.8,5433,Laal Rang
2016,Love Day - Pyaar Ka Din,,,
2016,Love Games,4.3,1098,Love Games
2016,Love Ke Funday,6.1,19,Love Ke Funday
2016,Love Shagun,4.5,125,Love Shagun
2016,LoveShhuda,4.7,658,LoveShhuda
2016,M Cream,5.5,356,M Cream
2016,M.S. Dhoni: The Untold Story,8.0,76110,M.S. Dhoni: The Untold Story
